Train Indices,Test Indices
2788,5661.0
2789,5667.0
2791,5670.0
2792,5671.0
2793,5672.0
2794,5673.0
2795,5675.0
2796,5677.0
2797,5679.0
2798,5681.0
2799,5684.0
2800,5697.0
2801,5699.0
2802,5703.0
2803,5705.0
2804,5707.0
2808,5708.0
2810,5712.0
2811,5714.0
2812,5715.0
2814,5719.0
2815,5720.0
2817,5721.0
2818,5724.0
2819,5726.0
2820,5728.0
2823,5729.0
2824,5733.0
2825,5734.0
2827,5735.0
2828,5737.0
2829,5738.0
2832,5739.0
2833,5740.0
2836,5742.0
2838,5744.0
2839,5747.0
2841,5748.0
2842,5753.0
2844,5754.0
2846,5756.0
2847,5759.0
2848,5763.0
2850,5764.0
2852,5767.0
2853,5772.0
2855,5773.0
2857,5774.0
2858,5775.0
2859,5777.0
2860,5778.0
2861,5779.0
2862,5780.0
2864,5781.0
2865,5782.0
2866,5786.0
2867,5787.0
2868,5795.0
2871,5799.0
2872,5800.0
2873,5801.0
2875,5803.0
2877,5808.0
2878,5809.0
2881,5813.0
2882,5818.0
2883,5819.0
2884,5821.0
2885,5822.0
2886,5831.0
2888,5833.0
2889,5836.0
2891,5837.0
2892,5840.0
2893,5845.0
2894,5848.0
2897,5852.0
2898,5853.0
2899,5857.0
2902,5858.0
2903,5859.0
2906,5864.0
2908,5866.0
2909,5870.0
2910,5872.0
2912,5873.0
2913,5876.0
2914,5877.0
2915,5878.0
2918,5883.0
2920,5888.0
2921,5889.0
2925,5895.0
2927,5898.0
2928,5899.0
2929,5905.0
2930,5909.0
2931,5917.0
2932,5919.0
2934,5920.0
2935,5923.0
2936,5925.0
2937,5929.0
2938,5930.0
2939,5934.0
2940,5936.0
2941,5939.0
2944,5941.0
2945,5949.0
2948,5951.0
2949,5954.0
2950,5956.0
2953,5957.0
2955,5965.0
2958,5966.0
2959,5970.0
2960,5974.0
2961,5977.0
2962,5979.0
2963,5980.0
2964,5984.0
2966,5988.0
2967,5989.0
2968,5990.0
2969,5991.0
2971,5994.0
2972,5997.0
2974,6002.0
2975,6004.0
2976,6007.0
2977,6008.0
2978,6010.0
2980,6012.0
2982,6013.0
2983,6015.0
2984,6018.0
2985,6020.0
2987,6022.0
2988,6023.0
2989,6024.0
2991,6030.0
2992,6036.0
2993,6041.0
2994,6054.0
2995,6055.0
2996,6058.0
2997,6061.0
2999,6066.0
3002,6069.0
3003,6070.0
3004,6073.0
3005,6074.0
3006,6075.0
3007,6080.0
3009,6095.0
3011,6097.0
3013,6099.0
3014,6107.0
3015,6108.0
3016,6113.0
3018,6115.0
3019,6120.0
3020,6123.0
3021,6126.0
3022,6133.0
3023,6135.0
3024,6136.0
3026,6138.0
3027,6143.0
3030,6148.0
3032,6149.0
3035,6152.0
3036,6154.0
3037,6155.0
3038,6158.0
3039,6161.0
3040,6167.0
3041,6168.0
3043,6169.0
3044,6170.0
3045,6175.0
3046,6177.0
3049,6183.0
3050,6192.0
3051,6195.0
3052,6196.0
3053,6198.0
3055,6200.0
3056,6205.0
3057,6206.0
3058,6208.0
3059,6212.0
3061,6215.0
3062,6216.0
3063,6218.0
3064,6219.0
3065,6220.0
3066,6221.0
3067,6222.0
3069,6223.0
3070,6224.0
3071,6225.0
3072,6226.0
3073,6230.0
3074,6232.0
3075,6234.0
3076,6237.0
3077,6245.0
3078,6247.0
3081,6249.0
3082,6259.0
3084,6264.0
3085,6265.0
3086,6267.0
3087,6269.0
3089,6270.0
3090,6272.0
3091,6273.0
3092,6274.0
3093,6275.0
3094,6279.0
3095,6285.0
3096,6288.0
3097,6294.0
3098,6303.0
3099,6304.0
3101,6305.0
3102,6306.0
3103,6308.0
3104,6310.0
3105,6312.0
3106,6313.0
3107,6315.0
3108,6318.0
3110,6323.0
3112,6324.0
3113,6325.0
3114,6331.0
3116,6335.0
3118,6338.0
3119,6339.0
3120,6341.0
3122,6342.0
3124,6352.0
3125,6353.0
3127,6356.0
3128,6360.0
3129,6363.0
3130,6369.0
3131,6373.0
3132,6376.0
3134,6377.0
3135,6379.0
3137,6380.0
3139,6381.0
3140,6391.0
3141,6402.0
3142,6404.0
3143,6406.0
3145,6407.0
3146,6409.0
3147,6412.0
3148,6415.0
3149,6417.0
3151,6418.0
3153,6422.0
3155,6425.0
3156,6428.0
3157,6430.0
3158,6431.0
3159,6432.0
3161,6434.0
3162,6435.0
3163,6436.0
3164,6443.0
3166,6446.0
3168,6447.0
3169,6449.0
3171,6450.0
3172,6452.0
3173,6453.0
3175,6454.0
3178,6457.0
3181,6458.0
3183,6464.0
3184,6471.0
3186,6474.0
3187,6475.0
3188,6479.0
3190,6488.0
3193,6492.0
3195,6496.0
3196,6497.0
3199,6500.0
3201,6509.0
3202,6510.0
3204,6513.0
3205,6514.0
3206,6516.0
3207,6526.0
3208,6527.0
3209,6531.0
3213,6532.0
3214,6534.0
3215,6535.0
3219,6536.0
3220,6546.0
3221,6548.0
3223,6556.0
3224,6560.0
3227,6562.0
3228,6566.0
3230,6572.0
3231,6577.0
3232,6579.0
3233,6580.0
3234,6582.0
3235,6583.0
3237,6586.0
3238,6588.0
3239,6592.0
3241,6593.0
3242,6597.0
3244,6602.0
3245,6605.0
3246,6611.0
3250,6622.0
3251,6625.0
3253,6626.0
3254,6627.0
3255,6631.0
3256,6634.0
3258,6638.0
3260,6640.0
3263,6643.0
3264,6650.0
3266,6652.0
3267,6655.0
3268,6658.0
3269,6663.0
3270,6673.0
3271,6675.0
3272,6684.0
3273,6689.0
3277,6692.0
3278,6694.0
3279,6695.0
3281,6699.0
3284,6705.0
3286,6707.0
3287,6710.0
3290,6716.0
3295,6718.0
3296,6723.0
3297,6727.0
3300,6730.0
3303,6734.0
3304,6735.0
3307,6736.0
3308,6740.0
3309,6744.0
3310,6750.0
3311,6751.0
3312,6752.0
3313,6756.0
3314,6758.0
3315,6762.0
3317,6764.0
3318,6765.0
3319,6766.0
3321,6767.0
3323,6771.0
3324,6772.0
3326,6773.0
3327,6775.0
3328,6776.0
3329,6777.0
3337,6780.0
3338,6786.0
3340,6787.0
3341,6788.0
3342,6789.0
3344,6791.0
3345,6795.0
3346,6797.0
3348,6798.0
3349,6801.0
3350,6802.0
3351,6803.0
3352,6805.0
3354,6807.0
3355,6814.0
3357,6816.0
3359,6818.0
3361,6820.0
3362,6822.0
3363,6824.0
3371,6827.0
3372,6829.0
3373,6831.0
3376,6834.0
3377,6836.0
3379,6839.0
3380,6844.0
3381,6845.0
3383,6846.0
3384,6851.0
3385,6852.0
3386,6856.0
3388,6858.0
3389,6863.0
3391,6865.0
3392,6866.0
3393,6868.0
3394,6870.0
3395,6871.0
3398,6874.0
3400,6882.0
3401,6883.0
3405,6885.0
3406,6886.0
3409,6888.0
3410,6891.0
3411,6896.0
3414,6898.0
3416,6899.0
3419,6903.0
3420,6904.0
3421,6905.0
3422,6906.0
3423,6907.0
3425,6911.0
3426,6914.0
3427,6922.0
3428,6923.0
3429,6933.0
3430,6937.0
3431,6938.0
3432,6939.0
3433,6945.0
3434,6946.0
3436,6947.0
3441,6950.0
3442,6952.0
3443,6953.0
3445,6954.0
3446,6955.0
3450,6956.0
3451,6959.0
3452,6961.0
3454,6962.0
3455,6963.0
3456,6971.0
3457,6973.0
3460,6979.0
3462,6981.0
3463,6984.0
3464,6989.0
3465,6995.0
3466,6999.0
3467,7000.0
3470,7003.0
3471,7005.0
3472,7006.0
3473,7010.0
3474,7011.0
3475,7012.0
3477,7014.0
3480,7015.0
3482,7017.0
3483,7022.0
3484,7035.0
3485,7046.0
3486,7048.0
3487,7053.0
3488,7054.0
3489,7057.0
3490,7058.0
3491,7059.0
3493,7064.0
3494,7065.0
3495,7066.0
3496,7069.0
3497,7072.0
3499,7074.0
3502,7075.0
3504,7076.0
3505,7083.0
3506,7086.0
3507,7087.0
3511,7090.0
3512,7093.0
3513,7104.0
3515,7113.0
3516,7116.0
3517,7117.0
3518,7118.0
3519,7120.0
3520,7126.0
3521,7128.0
3522,7132.0
3523,7133.0
3526,7137.0
3527,7138.0
3529,7140.0
3530,7144.0
3532,7150.0
3533,7153.0
3534,7154.0
3535,7155.0
3538,7156.0
3542,7157.0
3543,7160.0
3544,7163.0
3545,7164.0
3546,7165.0
3547,7166.0
3549,7176.0
3554,7182.0
3555,7185.0
3556,7187.0
3557,7188.0
3559,7191.0
3560,7195.0
3561,7196.0
3562,7197.0
3563,7198.0
3564,7199.0
3565,7200.0
3568,7202.0
3569,7203.0
3571,7204.0
3572,7207.0
3576,7208.0
3577,7209.0
3578,7210.0
3579,7213.0
3580,7215.0
3581,7217.0
3582,7218.0
3583,7224.0
3590,7231.0
3591,7233.0
3592,7234.0
3594,7236.0
3596,7237.0
3598,7238.0
3600,7239.0
3602,7246.0
3603,7247.0
3604,7248.0
3606,7249.0
3609,7251.0
3610,7255.0
3611,7268.0
3613,7269.0
3615,7273.0
3616,7276.0
3617,7277.0
3618,7278.0
3619,7279.0
3620,7280.0
3622,7282.0
3623,7283.0
3626,7285.0
3628,7286.0
3629,7287.0
3631,7289.0
3634,7291.0
3635,7293.0
3636,7294.0
3637,7295.0
3641,7296.0
3642,7297.0
3643,7301.0
3644,7303.0
3646,7305.0
3647,7306.0
3648,7312.0
3650,7313.0
3651,7315.0
3652,7316.0
3653,7318.0
3654,7322.0
3656,7328.0
3658,7333.0
3660,7336.0
3661,7337.0
3662,7341.0
3663,7347.0
3664,7348.0
3665,7350.0
3668,7355.0
3669,7356.0
3670,7358.0
3671,7359.0
3672,7362.0
3673,7363.0
3675,7367.0
3677,7368.0
3678,7370.0
3680,7373.0
3681,7374.0
3684,7375.0
3689,7378.0
3690,7380.0
3691,7384.0
3692,7385.0
3693,7389.0
3694,7391.0
3696,7394.0
3697,7397.0
3700,7398.0
3702,7400.0
3703,7403.0
3704,7406.0
3706,7407.0
3707,7410.0
3713,7412.0
3714,7414.0
3718,7416.0
3719,7420.0
3720,7421.0
3721,7423.0
3722,7424.0
3724,7425.0
3725,7428.0
3726,7433.0
3727,7437.0
3728,7438.0
3729,7440.0
3732,7445.0
3733,7447.0
3734,7448.0
3736,7451.0
3737,7457.0
3740,7459.0
3741,7462.0
3744,7469.0
3745,7470.0
3746,7471.0
3747,7473.0
3748,7475.0
3749,7476.0
3751,7478.0
3752,7482.0
3753,7484.0
3756,7485.0
3757,7486.0
3759,7489.0
3761,7496.0
3763,7497.0
3764,7502.0
3766,7507.0
3767,7508.0
3768,7513.0
3771,7515.0
3772,7518.0
3773,7519.0
3775,7520.0
3776,7523.0
3777,7524.0
3778,7526.0
3779,7531.0
3781,7532.0
3783,7533.0
3784,7536.0
3785,7540.0
3789,7545.0
3790,7548.0
3791,7552.0
3792,7553.0
3793,7556.0
3795,7564.0
3796,7567.0
3798,7569.0
3799,7570.0
3801,7571.0
3802,7573.0
3804,7574.0
3805,7575.0
3806,7577.0
3808,7593.0
3809,7595.0
3810,7598.0
3811,7600.0
3812,7601.0
3815,7604.0
3816,7611.0
3817,7612.0
3818,7614.0
3819,7618.0
3821,7622.0
3822,7637.0
3823,7638.0
3824,7640.0
3825,7641.0
3829,7645.0
3830,7648.0
3831,7652.0
3832,7654.0
3833,7655.0
3834,7656.0
3835,7660.0
3836,7661.0
3838,7665.0
3839,7666.0
3841,7670.0
3842,7671.0
3843,7672.0
3844,7673.0
3846,7674.0
3848,7678.0
3851,7679.0
3853,7686.0
3854,7690.0
3855,7691.0
3856,7692.0
3858,7695.0
3860,7697.0
3863,7699.0
3864,7702.0
3865,7704.0
3868,7708.0
3869,7710.0
3871,7711.0
3873,7714.0
3874,7715.0
3875,7718.0
3877,7721.0
3878,7722.0
3879,7724.0
3882,7725.0
3883,7726.0
3885,7729.0
3887,7732.0
3888,7733.0
3889,7735.0
3890,7736.0
3891,7737.0
3893,7741.0
3894,7743.0
3895,7744.0
3896,7745.0
3898,7746.0
3899,7748.0
3902,7749.0
3904,7761.0
3905,7776.0
3906,7779.0
3908,7781.0
3910,7791.0
3911,7792.0
3912,7794.0
3914,7808.0
3915,7813.0
3917,7815.0
3921,7818.0
3922,7829.0
3924,7831.0
3925,7834.0
3927,7838.0
3928,7840.0
3930,7842.0
3931,7845.0
3933,7846.0
3936,7849.0
3939,7850.0
3941,7859.0
3943,7861.0
3944,7862.0
3946,7868.0
3947,7869.0
3948,7876.0
3950,7877.0
3951,7880.0
3953,7889.0
3955,7893.0
3956,7898.0
3960,7899.0
3962,7901.0
3963,7902.0
3964,7904.0
3965,7908.0
3966,7911.0
3968,7913.0
3970,7915.0
3971,7919.0
3972,7925.0
3973,7926.0
3974,7928.0
3977,7932.0
3979,7933.0
3981,7936.0
3983,7937.0
3986,7939.0
3987,7943.0
3989,7944.0
3990,7946.0
3992,7948.0
3993,7950.0
3994,7953.0
3995,7954.0
3996,7957.0
3997,7958.0
4000,7960.0
4001,7961.0
4002,7962.0
4003,7966.0
4004,7967.0
4005,7972.0
4007,7973.0
4009,7976.0
4011,7981.0
4012,7983.0
4013,7986.0
4015,7990.0
4016,7992.0
4017,7995.0
4020,7996.0
4021,7999.0
4022,8003.0
4023,8005.0
4024,8006.0
4026,8010.0
4027,8012.0
4028,8014.0
4029,8016.0
4030,8017.0
4034,8019.0
4035,8024.0
4036,8025.0
4037,8027.0
4038,8029.0
4039,8030.0
4040,8031.0
4042,8035.0
4045,8038.0
4047,8043.0
4049,8044.0
4051,8048.0
4052,8055.0
4054,8056.0
4056,8061.0
4057,8062.0
4059,8063.0
4060,8065.0
4061,8066.0
4063,8071.0
4064,8072.0
4065,8073.0
4071,8074.0
4073,8081.0
4075,8082.0
4077,8083.0
4078,8086.0
4079,8091.0
4080,8092.0
4081,8093.0
4082,8098.0
4083,8099.0
4084,8101.0
4087,8102.0
4090,8103.0
4094,8105.0
4095,8106.0
4096,8110.0
4097,8112.0
4099,8115.0
4100,8116.0
4101,8120.0
4102,8121.0
4103,8125.0
4106,8126.0
4107,8131.0
4108,8133.0
4109,8135.0
4110,8138.0
4111,8147.0
4112,8149.0
4113,8150.0
4114,8153.0
4115,8156.0
4116,8157.0
4117,8161.0
4119,8162.0
4120,8166.0
4121,8168.0
4122,8171.0
4123,8180.0
4125,8183.0
4128,8187.0
4130,8191.0
4131,8192.0
4132,8193.0
4134,8195.0
4136,8197.0
4137,8200.0
4139,8203.0
4140,8206.0
4146,8207.0
4148,8208.0
4149,8214.0
4150,8216.0
4151,8217.0
4152,8220.0
4155,8223.0
4156,8224.0
4157,8227.0
4159,8229.0
4160,8230.0
4161,8231.0
4163,8234.0
4165,8235.0
4166,8240.0
4167,8241.0
4169,8245.0
4170,8247.0
4171,8249.0
4173,8254.0
4174,8255.0
4177,8258.0
4178,8259.0
4180,8270.0
4181,8277.0
4182,8280.0
4183,8281.0
4184,8282.0
4185,8284.0
4186,8285.0
4187,8287.0
4188,8296.0
4189,8299.0
4190,8303.0
4191,8304.0
4192,8309.0
4194,8310.0
4196,8311.0
4197,8312.0
4198,8322.0
4201,8324.0
4202,8328.0
4205,8329.0
4207,8333.0
4208,8337.0
4209,8338.0
4210,8344.0
4212,8345.0
4213,8346.0
4214,8347.0
4215,8351.0
4216,8357.0
4217,8361.0
4219,8366.0
4220,8370.0
4221,8371.0
4223,8376.0
4224,8377.0
4225,8387.0
4226,8388.0
4228,8390.0
4229,8394.0
4231,8397.0
4233,8399.0
4234,8400.0
4235,8402.0
4237,8404.0
4239,8405.0
4241,8407.0
4242,8408.0
4243,8414.0
4244,8418.0
4246,8423.0
4248,8430.0
4250,8432.0
4253,8433.0
4254,8434.0
4255,8439.0
4256,8441.0
4257,8442.0
4258,8448.0
4259,8452.0
4260,8457.0
4261,8458.0
4262,8460.0
4263,8463.0
4264,8467.0
4267,8468.0
4269,8472.0
4271,8475.0
4272,8476.0
4273,8480.0
4274,8485.0
4275,8489.0
4276,8491.0
4277,8492.0
4278,8502.0
4279,8505.0
4282,8507.0
4283,8514.0
4284,8516.0
4285,8517.0
4286,8520.0
4287,8522.0
4289,8531.0
4290,8534.0
4291,8546.0
4293,8548.0
4294,8551.0
4296,8555.0
4298,8556.0
4300,8558.0
4302,8561.0
4303,8563.0
4305,8564.0
4306,8565.0
4307,8567.0
4308,8570.0
4309,8578.0
4310,8580.0
4311,8581.0
4313,8586.0
4315,8588.0
4316,8595.0
4319,8597.0
4320,8598.0
4321,8603.0
4323,8604.0
4326,8613.0
4328,8615.0
4330,8617.0
4331,8629.0
4332,8631.0
4333,8634.0
4335,8637.0
4336,8643.0
4337,8650.0
4338,8655.0
4340,8657.0
4342,8658.0
4344,8660.0
4345,8665.0
4347,8670.0
4348,8671.0
4349,8676.0
4350,8678.0
4351,8681.0
4352,8682.0
4353,8683.0
4354,8684.0
4355,8686.0
4358,8697.0
4359,8700.0
4360,8702.0
4361,8706.0
4362,8708.0
4363,8710.0
4364,8712.0
4365,8713.0
4366,8717.0
4367,8721.0
4368,8723.0
4370,8730.0
4372,8749.0
4374,8751.0
4375,8752.0
4376,8754.0
4377,8759.0
4378,8761.0
4379,8767.0
4381,8771.0
4383,8775.0
4384,8779.0
4385,8780.0
4386,8784.0
4388,8787.0
4389,8791.0
4390,8792.0
4391,8798.0
4395,8799.0
4397,8804.0
4399,8806.0
4401,8807.0
4402,8808.0
4403,8811.0
4404,8816.0
4405,8817.0
4406,8820.0
4410,8822.0
4412,8823.0
4413,8825.0
4414,8826.0
4415,8827.0
4416,8828.0
4418,8830.0
4419,8831.0
4420,8832.0
4422,8834.0
4423,8836.0
4424,8841.0
4425,8845.0
4427,8846.0
4430,8849.0
4431,8852.0
4434,8854.0
4435,8856.0
4436,8857.0
4439,8858.0
4441,8864.0
4442,8866.0
4443,8867.0
4444,8868.0
4445,8871.0
4446,8873.0
4448,8877.0
4449,8882.0
4450,8883.0
4451,8884.0
4452,8885.0
4454,8889.0
4455,8892.0
4456,8899.0
4459,8901.0
4463,8902.0
4465,8904.0
4468,8911.0
4469,8914.0
4470,8915.0
4472,8920.0
4473,8921.0
4479,8927.0
4480,8928.0
4481,8930.0
4482,8934.0
4483,8946.0
4486,8948.0
4487,8949.0
4488,8952.0
4489,8956.0
4491,8961.0
4492,8962.0
4493,8963.0
4494,8969.0
4495,8971.0
4498,8973.0
4499,8978.0
4502,8980.0
4503,8981.0
4504,8985.0
4505,8986.0
4506,8987.0
4508,8989.0
4509,8994.0
4511,8997.0
4514,9002.0
4515,9006.0
4517,9007.0
4518,9008.0
4519,9013.0
4521,9018.0
4522,9019.0
4523,9026.0
4524,9029.0
4525,9034.0
4528,9036.0
4530,9038.0
4532,9040.0
4533,9041.0
4534,9042.0
4535,9043.0
4539,9045.0
4540,9051.0
4541,9055.0
4542,9058.0
4545,9065.0
4546,9067.0
4547,9074.0
4548,9086.0
4556,9089.0
4557,9090.0
4558,9095.0
4559,9096.0
4560,9101.0
4561,9107.0
4563,9109.0
4564,9113.0
4566,9116.0
4567,9118.0
4569,9119.0
4570,9124.0
4571,9127.0
4572,9129.0
4573,9133.0
4576,9134.0
4578,9136.0
4579,9142.0
4580,9149.0
4581,9152.0
4582,9153.0
4583,9156.0
4584,9158.0
4585,9161.0
4586,9162.0
4587,9165.0
4588,9172.0
4590,9173.0
4592,9176.0
4593,9178.0
4595,9183.0
4600,9185.0
4601,9188.0
4602,9190.0
4604,9191.0
4606,9192.0
4607,9195.0
4609,9199.0
4612,9206.0
4613,9208.0
4614,9209.0
4615,9212.0
4616,9214.0
4617,9225.0
4618,9226.0
4619,9227.0
4621,9228.0
4622,9234.0
4623,9235.0
4624,9236.0
4626,9240.0
4627,9245.0
4628,9248.0
4629,9254.0
4630,9255.0
4631,9259.0
4632,9262.0
4633,9266.0
4636,9268.0
4637,9269.0
4638,9280.0
4640,9286.0
4641,9287.0
4642,9288.0
4643,9295.0
4644,9297.0
4646,9305.0
4647,9312.0
4649,9315.0
4650,9317.0
4653,9318.0
4655,9321.0
4658,9323.0
4659,9326.0
4660,9328.0
4661,9331.0
4663,9332.0
4664,9333.0
4666,9335.0
4667,9340.0
4670,9342.0
4671,9346.0
4673,9348.0
4674,9349.0
4676,9355.0
4677,9359.0
4678,9361.0
4679,9365.0
4681,9371.0
4682,9374.0
4683,9375.0
4684,9378.0
4685,9380.0
4686,9381.0
4690,9382.0
4691,9385.0
4693,9388.0
4694,9389.0
4695,9392.0
4696,9396.0
4698,9397.0
4699,9398.0
4701,9400.0
4702,9401.0
4704,9403.0
4705,9406.0
4706,9409.0
4707,9411.0
4709,9417.0
4710,9418.0
4712,9419.0
4713,9421.0
4714,9424.0
4715,9428.0
4716,9432.0
4717,9434.0
4718,9435.0
4719,9437.0
4720,9442.0
4721,9444.0
4722,9451.0
4724,9454.0
4725,9466.0
4726,9470.0
4727,9473.0
4728,9477.0
4729,9479.0
4730,9481.0
4732,9484.0
4733,9486.0
4734,9489.0
4735,9490.0
4736,9492.0
4737,9493.0
4740,9494.0
4742,9496.0
4744,9497.0
4745,9500.0
4746,9502.0
4747,9504.0
4749,9508.0
4751,9511.0
4752,9512.0
4753,9513.0
4754,9516.0
4755,9518.0
4756,9519.0
4757,9524.0
4758,9527.0
4761,9532.0
4763,9533.0
4764,9534.0
4766,9535.0
4768,9539.0
4771,9541.0
4773,9543.0
4775,9544.0
4778,9546.0
4779,9547.0
4780,9549.0
4781,9551.0
4782,9554.0
4783,9555.0
4784,9558.0
4786,9559.0
4787,9563.0
4788,9565.0
4789,9566.0
4791,9567.0
4792,9570.0
4793,9571.0
4794,9572.0
4798,9579.0
4799,9584.0
4801,9589.0
4806,9590.0
4807,9594.0
4809,9598.0
4810,9602.0
4811,9604.0
4812,9610.0
4813,9611.0
4815,9612.0
4817,9618.0
4819,9622.0
4821,9623.0
4822,9624.0
4823,9639.0
4824,9645.0
4825,9650.0
4826,9652.0
4827,9657.0
4829,9662.0
4831,9670.0
4833,9676.0
4834,9677.0
4836,9679.0
4837,9680.0
4838,9689.0
4839,9692.0
4842,9693.0
4844,9695.0
4845,9697.0
4846,9703.0
4847,9704.0
4848,9705.0
4849,9708.0
4850,9709.0
4851,9714.0
4852,9721.0
4854,9722.0
4855,9734.0
4856,9737.0
4857,9741.0
4859,9746.0
4861,9747.0
4867,9750.0
4868,9754.0
4870,9755.0
4872,9756.0
4877,9760.0
4879,9763.0
4880,9767.0
4881,9769.0
4882,9771.0
4883,9776.0
4884,9778.0
4887,9781.0
4888,9782.0
4889,9793.0
4890,9805.0
4891,9807.0
4893,9808.0
4895,9810.0
4896,9811.0
4897,9813.0
4898,9818.0
4899,9820.0
4900,9821.0
4905,9827.0
4907,9833.0
4908,9834.0
4909,9836.0
4910,9839.0
4911,9840.0
4914,9845.0
4915,9848.0
4919,9849.0
4922,9851.0
4923,9856.0
4924,9859.0
4925,9861.0
4926,9862.0
4927,9864.0
4930,9866.0
4931,9867.0
4933,9869.0
4934,9872.0
4935,9879.0
4936,9880.0
4937,9884.0
4940,9885.0
4944,9890.0
4945,9891.0
4946,9892.0
4947,9895.0
4948,9897.0
4949,9898.0
4950,9901.0
4951,9902.0
4953,9904.0
4954,9906.0
4956,9911.0
4957,9912.0
4959,9916.0
4960,9918.0
4961,9919.0
4962,9922.0
4963,9923.0
4964,9926.0
4970,9927.0
4971,9933.0
4973,9935.0
4974,9936.0
4975,9939.0
4976,9942.0
4977,9943.0
4981,9945.0
4982,9950.0
4983,9961.0
4984,9963.0
4985,9966.0
4986,9968.0
4987,9969.0
4988,9970.0
4989,9971.0
4991,9974.0
4992,9977.0
4993,9980.0
4996,9981.0
4997,9986.0
5001,9988.0
5004,9994.0
5005,10005.0
5006,10009.0
5008,10012.0
5009,10031.0
5010,10037.0
5012,10040.0
5013,10045.0
5014,10048.0
5016,10050.0
5019,10051.0
5020,10064.0
5021,10066.0
5022,10067.0
5024,10070.0
5025,10071.0
5027,10074.0
5028,10076.0
5030,10077.0
5031,10079.0
5032,10083.0
5034,10087.0
5035,10090.0
5037,10092.0
5038,10093.0
5039,10096.0
5040,10098.0
5043,10104.0
5044,10109.0
5045,10110.0
5047,10113.0
5048,10114.0
5049,10117.0
5050,10119.0
5051,10120.0
5053,10124.0
5054,10125.0
5055,10126.0
5056,10129.0
5057,10131.0
5058,10139.0
5059,10141.0
5060,10144.0
5063,10150.0
5067,10153.0
5071,10154.0
5072,10156.0
5074,10158.0
5075,10162.0
5078,10168.0
5079,10173.0
5082,10176.0
5085,10182.0
5086,10184.0
5087,10186.0
5088,10189.0
5089,10190.0
5091,10191.0
5092,10192.0
5093,10195.0
5097,10205.0
5098,10206.0
5101,10207.0
5102,10209.0
5103,10210.0
5104,10212.0
5105,10216.0
5107,10217.0
5109,10220.0
5110,10223.0
5111,10231.0
5112,10232.0
5113,10233.0
5114,10236.0
5117,10243.0
5119,10244.0
5121,10247.0
5122,10249.0
5124,10261.0
5125,10267.0
5126,10269.0
5127,10272.0
5128,10273.0
5129,10278.0
5130,10284.0
5131,10289.0
5133,10291.0
5134,10295.0
5135,10296.0
5136,10299.0
5139,10304.0
5140,10305.0
5141,10312.0
5142,10315.0
5143,10316.0
5145,10317.0
5146,10318.0
5148,10321.0
5149,10322.0
5150,10324.0
5151,10328.0
5152,10330.0
5153,10336.0
5154,10338.0
5155,10340.0
5156,10349.0
5157,10353.0
5158,10355.0
5159,10356.0
5161,10359.0
5163,10364.0
5164,10367.0
5165,10370.0
5167,10371.0
5169,10374.0
5170,10375.0
5171,10376.0
5173,10380.0
5174,10383.0
5175,10386.0
5176,10388.0
5180,10390.0
5181,10391.0
5183,10396.0
5184,10399.0
5185,10405.0
5186,10409.0
5188,10417.0
5190,10427.0
5193,10431.0
5195,10435.0
5196,10436.0
5197,10448.0
5198,10450.0
5200,10452.0
5203,10457.0
5205,10458.0
5207,10460.0
5208,10462.0
5209,10465.0
5210,10466.0
5211,10468.0
5213,10469.0
5214,10474.0
5215,10480.0
5216,10481.0
5217,10482.0
5219,10484.0
5220,10486.0
5221,10487.0
5222,10489.0
5224,10493.0
5227,10495.0
5228,10501.0
5231,10503.0
5234,10504.0
5235,10505.0
5236,10508.0
5237,10512.0
5238,10514.0
5239,10517.0
5240,10521.0
5241,10523.0
5242,10525.0
5243,10529.0
5245,10533.0
5248,10539.0
5250,10540.0
5251,10542.0
5252,10552.0
5255,10555.0
5256,10557.0
5257,10560.0
5258,10562.0
5260,10569.0
5264,10570.0
5265,10572.0
5266,10578.0
5267,10580.0
5268,10582.0
5269,10583.0
5271,10588.0
5272,10594.0
5275,10600.0
5276,10607.0
5277,10608.0
5278,10610.0
5282,10611.0
5283,10615.0
5284,10618.0
5285,10622.0
5286,10624.0
5287,10625.0
5289,10628.0
5290,10629.0
5292,10630.0
5293,10633.0
5294,10635.0
5295,10644.0
5296,10651.0
5298,10653.0
5299,10655.0
5302,10659.0
5305,10660.0
5306,10661.0
5308,10662.0
5309,10664.0
5311,10670.0
5315,10672.0
5316,10674.0
5318,10675.0
5319,10676.0
5320,10677.0
5321,10680.0
5322,10686.0
5326,10692.0
5329,10693.0
5331,10696.0
5334,10698.0
5336,10706.0
5337,10711.0
5338,10715.0
5339,10719.0
5342,10721.0
5344,10729.0
5345,10733.0
5346,10739.0
5347,10741.0
5348,10744.0
5349,10747.0
5350,10749.0
5351,10750.0
5352,10755.0
5353,10756.0
5354,10758.0
5355,10764.0
5356,10766.0
5357,10767.0
5358,10769.0
5359,10773.0
5361,10774.0
5362,10777.0
5363,10779.0
5364,10786.0
5365,10790.0
5368,10793.0
5370,10795.0
5371,10796.0
5372,10797.0
5377,10798.0
5378,10799.0
5379,10803.0
5381,10807.0
5382,10808.0
5383,10809.0
5384,10815.0
5385,10820.0
5386,10824.0
5388,10826.0
5391,10834.0
5392,10835.0
5394,10841.0
5395,10842.0
5397,10845.0
5398,10849.0
5399,10853.0
5400,10855.0
5403,10860.0
